Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
59223;07/11/2023;202181;Modulo Valvula Reguladora Fluxo WABCO-400 652 327 0;16;PC;154,48;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;04/12/2023;04/12/2023;109;Marcia - Compras;9;28/42 DIAS;12/12/2023;1.20.08.01.01.00261
59996;19/12/2023;202181;Modulo Valvula Reguladora Fluxo WABCO-400 652 327 0;20;PC;154,48;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;26/01/2024;1.20.08.01.01.00261
56016;18/04/2023;202182;Acoplamento 8xM16x1,5 WABCO 893 800 001 2;2;PC;9,365;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/05/2023;26/05/2023;109;Marcia - Compras;9;28/42 DIAS;08/05/2023;1.20.08.01.01.00262
56993;27/06/2023;202182;Acoplamento 8xM16x1,5 WABCO 893 800 001 2;2;PC;9,365;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;17/07/2023;17/07/2023;109;Marcia - Compras;9;28/42 DIAS;18/07/2023;1.20.08.01.01.00262
59997;19/12/2023;202182;Acoplamento 8xM16x1,5 WABCO 893 800 001 2;16;PC;9,365;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;29/01/2024;1.20.08.01.01.00262
60001;19/12/2023;202192;Modulo Valvula 2 Vias WABCO (2 DDSB)-400 652 285 0;2;PC;112,66;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;29/01/2024;1.20.08.01.01.00264
60001;19/12/2023;202194;Tampao M16 C/ Anel 'O' WABCO-893 022 014 4;2;PC;8,68;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;29/01/2024;1.20.08.01.01.00266
60001;19/12/2023;202195;Anteparo FxM M16x1,5xM16x1,5 WABCO-893 104 292 2;4;PC;20,24;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;29/01/2024;1.20.08.01.01.00267
60001;19/12/2023;202196;Reta 16xM22x1,5 WABCO 893 800 003 2;10;PC;24,67;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;29/01/2024;1.20.08.01.01.00268
54687;16/01/2023;202198;Conexao T FxFxM M16 C/ Anel 'O'WABCO 893 851 390 0;2;PC;39,695;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;06/02/2023;06/02/2023;109;Marcia - Compras;9;28/42 DIAS;06/02/2023;1.20.08.01.01.00270
55130;10/02/2023;202198;Conexao T FxFxM M16 C/ Anel 'O'WABCO 893 851 390 0;4;PC;39,695;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;20/02/2023;20/02/2023;109;Marcia - Compras;9;28/42 DIAS;17/02/2023;1.20.08.01.01.00270
56016;18/04/2023;202198;Conexao T FxFxM M16 C/ Anel 'O'WABCO 893 851 390 0;1;PC;32,69;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/05/2023;26/05/2023;109;Marcia - Compras;9;28/42 DIAS;08/05/2023;1.20.08.01.01.00270
56098;25/04/2023;202198;Conexao T FxFxM M16 C/ Anel 'O'WABCO 893 851 390 0;10;PC;39,695;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/05/2023;30/05/2023;109;Marcia - Compras;9;28/42 DIAS;08/05/2023;1.20.08.01.01.00270
59996;19/12/2023;202198;Conexao T FxFxM M16 C/ Anel 'O'WABCO 893 851 390 0;10;PC;39,695;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;22/01/2024;31/01/2024;109;Marcia - Compras;9;28/42 DIAS;26/01/2024;1.20.08.01.01.00270
54623;12/01/2023;202208;Mola Ø90 (REF:7650)BERTOLDI;20;PC;16,5;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;18/01/2023;18/01/2023;55;Gabriel André Bertram;6;28 DIAS;18/01/2023;1.12.06.03.01.00034
55129;10/02/2023;202242;Reta 12xM22x1,5 WABCO 893 800 008 2;4;PC;16,49;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;20/02/2023;20/02/2023;109;Marcia - Compras;9;28/42 DIAS;17/02/2023;1.20.08.01.01.00283
56016;18/04/2023;202242;Reta 12xM22x1,5 WABCO 893 800 008 2;6;PC;16,4917;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/05/2023;26/05/2023;109;Marcia - Compras;9;28/42 DIAS;08/05/2023;1.20.08.01.01.00283
59722;06/12/2023;202288;Valvula de Suspensao a Ar WABCO-433 401 003 0(INAT;1;PC;34,16;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/01/2024;08/01/2024;109;Marcia - Compras;9;28/42 DIAS;09/01/2024;1.20.08.01.01.00284
56993;27/06/2023;202300;Valvula Limitadora Pressao WABCO-475 015 503 0;1;PC;146,58;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;17/07/2023;17/07/2023;109;Marcia - Compras;9;28/42 DIAS;18/07/2023;1.20.08.01.01.00285
59722;06/12/2023;202300;Valvula Limitadora Pressao WABCO-475 015 503 0;1;PC;146,58;24557;ZF AUTOMOTIVE BRASIL LTDA;Atendido;08/01/2024;08/01/2024;109;Marcia - Compras;9;28/42 DIAS;09/01/2024;1.20.08.01.01.00285
54596;10/01/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;5;CT;137,9;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;11/01/2023;1.99.04.01.01.00086
55418;02/03/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;10;CT;83,04;20149;INDUSTRIAL REX LTDA.;Atendido;03/03/2023;03/03/2023;55;Gabriel André Bertram;6;28 DIAS;03/03/2023;1.99.04.01.01.00086
56066;20/04/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;15;CT;78,21;20149;INDUSTRIAL REX LTDA.;Atendido;25/04/2023;25/04/2023;55;Gabriel André Bertram;6;28 DIAS;25/04/2023;1.99.04.01.01.00086
56704;07/06/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;40;CT;60,992;24280;BELENUS DO BRASIL LTDA.;Atendido;26/06/2023;16/06/2023;55;Gabriel André Bertram;14;30/45/60 DIAS;16/06/2023;1.99.04.01.01.00086
58997;20/10/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;30;CT;85,64;20201;METALURGICA FEY LTDA.;Atendido;31/10/2023;31/10/2023;55;Gabriel André Bertram;28;28/56/84 DIAS;01/11/2023;1.99.04.01.01.00086
59860;12/12/2023;202302;Paraf Sextavado M12x40x1,75mm Zinc;30;CT;85,64;20201;METALURGICA FEY LTDA.;Atendido;15/12/2023;15/12/2023;55;Gabriel André Bertram;28;28/56/84 DIAS;15/12/2023;1.99.04.01.01.00086
58736;06/10/2023;202303;Caixa IHM (Base) - GALV - #16(1,55)x180x198(BLANK);1;PC;10,8881;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;23/10/2023;23/10/2023;109;Marcia - Compras;10;30/60 DIAS;23/10/2023;1.23.01.01.01.00651
58736;06/10/2023;202312;Caixa IHM(Fundo) - GALV - #16(1,55)x230x332(BLANK);1;PC;22,7404;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;23/10/2023;23/10/2023;109;Marcia - Compras;10;30/60 DIAS;23/10/2023;1.23.01.01.01.00652
59195;01/11/2023;202314;Caixa IHM(Lat) - GALV - #16(1,55)x141x161(BLANK);2;PC;7,1566;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;06/11/2023;06/11/2023;109;Marcia - Compras;10;30/60 DIAS;13/11/2023;1.23.01.01.01.00653
58145;31/08/2023;202324;Junta de Metal (Ref: 1406-0125);3;PC;37,15;23118;VTR BRASIL COM EQUIP. OXICORTE EIRELI - EPP;Atendido;06/09/2023;06/09/2023;55;Gabriel André Bertram;82;15 dias;14/09/2023;4.01.21.01.02.02012
58145;31/08/2023;202328;Bilha Externa (Ref-1002-0001);4;PC;179;23118;VTR BRASIL COM EQUIP. OXICORTE EIRELI - EPP;Atendido;06/09/2023;06/09/2023;55;Gabriel André Bertram;82;15 dias;14/09/2023;4.01.21.01.02.02014
58145;31/08/2023;202329;Corpo do Fluxometro (Ref-1001-0046);4;PC;768;23118;VTR BRASIL COM EQUIP. OXICORTE EIRELI - EPP;Atendido;06/09/2023;06/09/2023;55;Gabriel André Bertram;82;15 dias;14/09/2023;4.01.21.01.02.02015
58736;06/10/2023;202338;Caixa IHM(Tampa) - GALV - #16(1,55)x187x235(BLANK);1;PC;12,7837;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;23/10/2023;23/10/2023;109;Marcia - Compras;10;30/60 DIAS;23/10/2023;1.23.01.01.01.00654
59433;17/11/2023;202338;Caixa IHM(Tampa) - GALV - #16(1,55)x187x235(BLANK);3;PC;12,7837;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;27/11/2023;30/11/2023;109;Marcia - Compras;10;30/60 DIAS;04/12/2023;1.23.01.01.01.00654
58789;10/10/2023;202341;Barra Redonda 1020 22,22mm 3,04kg/m;18,4;KG;6,6;20435;ACONORTE COMERCIO DE FERRO E ACO LT;Atendido;16/10/2023;16/10/2023;109;Marcia - Compras;7;30 DIAS;17/10/2023;1.09.03.02.03.00021
54581;09/01/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;50;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;10/01/2023;10/01/2023;55;Gabriel André Bertram;6;28 DIAS;24/01/2023;2.06.01.01.01.00042
55079;08/02/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;40;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;14/02/2023;14/02/2023;55;Gabriel André Bertram;6;28 DIAS;09/02/2023;2.06.01.01.01.00042
55478;07/03/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;50;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;13/03/2023;13/03/2023;55;Gabriel André Bertram;6;28 DIAS;08/03/2023;2.06.01.01.01.00042
55641;21/03/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;100;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;25/03/2023;25/03/2023;55;Gabriel André Bertram;6;28 DIAS;22/03/2023;2.06.01.01.01.00042
56402;17/05/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;150;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;22/05/2023;22/05/2023;55;Gabriel André Bertram;9;28/42 DIAS;22/05/2023;2.06.01.01.01.00042
57491;28/07/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;60;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;04/08/2023;04/08/2023;55;Gabriel André Bertram;9;28/42 DIAS;31/07/2023;2.06.01.01.01.00042
58039;29/08/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;100;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;04/09/2023;04/09/2023;55;Gabriel André Bertram;9;28/42 DIAS;31/08/2023;2.06.01.01.01.00042
58300;12/09/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;80;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;19/09/2023;19/09/2023;55;Gabriel André Bertram;64;28/42/56/84 dias;14/09/2023;2.06.01.01.01.00042
59187;01/11/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;50;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;08/11/2023;08/11/2023;55;Gabriel André Bertram;9;28/42 DIAS;07/11/2023;2.06.01.01.01.00042
59609;29/11/2023;202362;Bico Contato 1,00mm M6x28mm CuCrZr 140.0245 Binzel;100;PC;14,4;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;05/12/2023;05/12/2023;55;Gabriel André Bertram;9;28/42 DIAS;05/12/2023;2.06.01.01.01.00042
54581;09/01/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;50;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;10/01/2023;10/01/2023;55;Gabriel André Bertram;6;28 DIAS;24/01/2023;2.06.01.01.01.00043
55000;03/02/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;40;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;07/02/2023;07/02/2023;55;Gabriel André Bertram;9;28/42 DIAS;06/02/2023;2.06.01.01.01.00043
55362;28/02/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;30;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;02/03/2023;02/03/2023;55;Gabriel André Bertram;9;28/42 DIAS;01/03/2023;2.06.01.01.01.00043
55896;11/04/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;50;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;17/04/2023;17/04/2023;55;Gabriel André Bertram;6;28 DIAS;12/04/2023;2.06.01.01.01.00043
56665;05/06/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;50;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;12/06/2023;12/06/2023;55;Gabriel André Bertram;9;28/42 DIAS;06/06/2023;2.06.01.01.01.00043
58300;12/09/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;80;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;19/09/2023;19/09/2023;55;Gabriel André Bertram;64;28/42/56/84 dias;14/09/2023;2.06.01.01.01.00043
59187;01/11/2023;202363;Bico Contato 1,20mm M6x28mm CuCrZr 140.0382 Binzel;50;PC;15,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;08/11/2023;08/11/2023;55;Gabriel André Bertram;9;28/42 DIAS;07/11/2023;2.06.01.01.01.00043
56672;05/06/2023;202408;Parafuso (Ref:64019);3;PC;0,51;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/06/2023;05/06/2023;55;Gabriel André Bertram;6;28 DIAS;05/06/2023;4.01.21.01.02.02016
58210;05/09/2023;202408;Parafuso (Ref:64019);100;PC;0,29;24351;SA ELETRICA INDUSTRIAL LTDA;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.21.01.02.02016
59639;30/11/2023;202413;Rolete (Ref:6852);22;PC;2,96;20278;REITZ INDUSTRIA MECANICA LTDA.;Atendido;30/11/2023;30/11/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;08/12/2023;4.01.21.01.02.02021
59643;30/11/2023;202415;Anel Elastico (Ref:29619);1;PC;2,96;20278;REITZ INDUSTRIA MECANICA LTDA.;Atendido;30/11/2023;30/11/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;08/12/2023;4.01.21.01.02.02023
55279;21/02/2023;202417;Pino Engate Rapido (Ref:RV2-19A);20;PC;15,52;20278;REITZ INDUSTRIA MECANICA LTDA.;Atendido;28/02/2023;16/03/2023;55;Gabriel André Bertram;6;28 DIAS;16/03/2023;4.01.21.01.02.02025
55474;07/03/2023;202441;Tag/Cartao 9x5CM;100;PC;1,21;22538;GRAFICA TIMBO LTDA ME;Atendido;08/03/2023;08/03/2023;55;Gabriel André Bertram;6;28 DIAS;06/03/2023;3.49.01.01.01.00156
56247;05/05/2023;202441;Tag/Cartao 9x5CM;100;PC;0,75;22538;GRAFICA TIMBO LTDA ME;Atendido;05/05/2023;05/05/2023;55;Gabriel André Bertram;6;28 DIAS;05/05/2023;3.49.01.01.01.00156
58389;15/09/2023;202441;Tag/Cartao 9x5CM;200;PC;0,68;22538;GRAFICA TIMBO LTDA ME;Atendido;18/09/2023;18/09/2023;55;Gabriel André Bertram;6;28 DIAS;15/09/2023;3.49.01.01.01.00156
58936;19/10/2023;202441;Tag/Cartao 9x5CM;200;PC;0,68;22538;GRAFICA TIMBO LTDA ME;Atendido;19/10/2023;19/10/2023;55;Gabriel André Bertram;6;28 DIAS;18/10/2023;3.49.01.01.01.00156
59085;25/10/2023;202442;Eletrodo Carvao 1/4' x 12';50;PC;2,3;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;26/10/2023;26/10/2023;55;Gabriel André Bertram;6;28 DIAS;31/10/2023;4.01.09.02.01.00047
56729;09/06/2023;202446;Tee Uniao Tb08xTb08xTb08;120;PC;17,54;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;12/06/2023;16/06/2023;109;Marcia - Compras;6;28 DIAS;21/06/2023;1.20.08.01.01.00286
57002;27/06/2023;202446;Tee Uniao Tb08xTb08xTb08;120;PC;17,54;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;24/07/2023;24/07/2023;109;Marcia - Compras;6;28 DIAS;21/07/2023;1.20.08.01.01.00286
57918;22/08/2023;202446;Tee Uniao Tb08xTb08xTb08;120;PC;17,54;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;04/09/2023;04/09/2023;109;Marcia - Compras;6;28 DIAS;31/08/2023;1.20.08.01.01.00286
58378;15/09/2023;202446;Tee Uniao Tb08xTb08xTb08;240;PC;17,54;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;02/10/2023;11/10/2023;109;Marcia - Compras;6;28 DIAS;18/10/2023;1.20.08.01.01.00286
59409;16/11/2023;202446;Tee Uniao Tb08xTb08xTb08;240;PC;17,54;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;20/11/2023;27/11/2023;109;Marcia - Compras;6;28 DIAS;05/12/2023;1.20.08.01.01.00286
56781;13/06/2023;202447;Conector Cotovelo ER08mmxM12x1,50;30;PC;12,89;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;26/06/2023;26/06/2023;109;Marcia - Compras;6;28 DIAS;29/06/2023;1.20.08.01.01.00287
57719;09/08/2023;202447;Conector Cotovelo ER08mmxM12x1,50;30;PC;12,89;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;21/08/2023;21/08/2023;109;Marcia - Compras;6;28 DIAS;28/08/2023;1.20.08.01.01.00287
54820;25/01/2023;202451;(1) Guarnicao Tampa P/Caneca Prona REF RAOLI 17697;7;PC;5;23185;MERCANTIL RAOLI COM E REP. LTDA;Atendido;01/02/2023;01/02/2023;55;Gabriel André Bertram;6;28 DIAS;31/01/2023;4.01.07.05.02.00100
55639;21/03/2023;202451;(1) Guarnicao Tampa P/Caneca Prona REF RAOLI 17697;10;PC;5;23185;MERCANTIL RAOLI COM E REP. LTDA;Atendido;23/03/2023;23/03/2023;55;Gabriel André Bertram;9;28/42 DIAS;22/03/2023;4.01.07.05.02.00100
57478;28/07/2023;202451;(1) Guarnicao Tampa P/Caneca Prona REF RAOLI 17697;5;PC;5;23185;MERCANTIL RAOLI COM E REP. LTDA;Atendido;04/08/2023;04/08/2023;55;Gabriel André Bertram;9;28/42 DIAS;01/08/2023;4.01.07.05.02.00100
58372;15/09/2023;202451;(1) Guarnicao Tampa P/Caneca Prona REF RAOLI 17697;10;PC;12,44;23185;MERCANTIL RAOLI COM E REP. LTDA;Atendido;19/09/2023;21/09/2023;55;Gabriel André Bertram;6;28 DIAS;22/09/2023;4.01.07.05.02.00100
59469;17/11/2023;202451;(1) Guarnicao Tampa P/Caneca Prona REF RAOLI 17697;10;PC;12,44;23185;MERCANTIL RAOLI COM E REP. LTDA;Atendido;22/11/2023;22/11/2023;55;Gabriel André Bertram;26;28/56;21/11/2023;4.01.07.05.02.00100
57979;25/08/2023;202529;Placa Soldavel Curto Leve Tam2 REF: SRSSP2;20;PC;4,199;21032;HANSA-FLEX DO BRASIL LTDA.;Atendido;04/09/2023;04/09/2023;109;Marcia - Compras;26;28/56;28/08/2023;1.23.01.01.01.00656
54974;02/02/2023;202593;Display Completo Celular;1;PC;420;24624;LORENZ TECNOLOGIA LTDA;Atendido;03/02/2023;03/02/2023;55;Gabriel André Bertram;53;OUTROS;31/01/2023;3.44.01.01.01.00104
58633;02/10/2023;202593;Display Completo Celular;1;PC;270;24624;LORENZ TECNOLOGIA LTDA;Atendido;02/10/2023;02/10/2023;55;Gabriel André Bertram;53;OUTROS;02/10/2023;3.44.01.01.01.00104
54872;27/01/2023;202602;Chapa 3,75(#09)1200x2500mm A36;4.000,00;KG;5,78;20878;PANATLANTICA CATARINENSE S.A.;Atendido;20/02/2023;20/02/2023;109;Marcia - Compras;12;28/42/56 DIAS;13/02/2023;1.01.01.07.02.00013
56176;28/04/2023;202602;Chapa 3,75(#09)1200x2500mm A36;5.000,00;KG;5,57;23882;GERDAU ACOS LONGOS S/A;Atendido;08/05/2023;30/06/2023;109;Marcia - Compras;14;30/45/60 DIAS;29/06/2023;1.01.01.07.02.00013
56545;29/05/2023;202602;Chapa 3,75(#09)1200x2500mm A36;432;KG;5,57;23079;GERDAU ACOS LONGOS S A;Atendido;30/05/2023;30/05/2023;109;Marcia - Compras;14;30/45/60 DIAS;30/05/2023;1.01.01.07.02.00013
56551;29/05/2023;202602;Chapa 3,75(#09)1200x2500mm A36;5.000,00;KG;5,9;23840;MULTIACOS INDUSTRIA E COMERCIO DE PRODUTOS TECNICOS LTDA;Atendido;05/06/2023;12/06/2023;109;Marcia - Compras;14;30/45/60 DIAS;13/06/2023;1.01.01.07.02.00013
57063;30/06/2023;202602;Chapa 3,75(#09)1200x2500mm A36;5.000,00;KG;5,5;20878;PANATLANTICA CATARINENSE S.A.;Atendido;24/07/2023;24/07/2023;109;Marcia - Compras;12;28/42/56 DIAS;24/07/2023;1.01.01.07.02.00013
58593;28/09/2023;202602;Chapa 3,75(#09)1200x2500mm A36;7.000,00;KG;5,15;20878;PANATLANTICA CATARINENSE S.A.;Atendido;02/10/2023;02/10/2023;109;Marcia - Compras;12;28/42/56 DIAS;09/10/2023;1.01.01.07.02.00013
59162;31/10/2023;202602;Chapa 3,75(#09)1200x2500mm A36;10.000,00;KG;5,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;20/11/2023;20/11/2023;109;Marcia - Compras;12;28/42/56 DIAS;20/11/2023;1.01.01.07.02.00013
59937;18/12/2023;202602;Chapa 3,75(#09)1200x2500mm A36;5.000,00;KG;5,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;29/01/2024;29/01/2024;109;Marcia - Compras;12;28/42/56 DIAS;19/01/2024;1.01.01.07.02.00013
55461;06/03/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;2;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;20/03/2023;14/04/2023;109;Marcia - Compras;10;30/60 DIAS;24/04/2023;1.20.04.01.01.00096
56079;25/04/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;1;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;25/04/2023;25/04/2023;109;Marcia - Compras;10;30/60 DIAS;26/05/2023;1.20.04.01.01.00096
56285;09/05/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;2;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;29/05/2023;29/05/2023;109;Marcia - Compras;10;30/60 DIAS;06/06/2023;1.20.04.01.01.00096
57171;06/07/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;6;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;17/07/2023;24/07/2023;109;Marcia - Compras;10;30/60 DIAS;27/07/2023;1.20.04.01.01.00096
58530;26/09/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;9;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;16/10/2023;13/11/2023;109;Marcia - Compras;26;28/56;09/11/2023 - 01/12/2023;1.20.04.01.01.00096
59048;24/10/2023;202612;SUSP CARRETA CT 1250 EE2 EIXOS SAPATA CT BASE INF MOLA 90 MM Ø127 MM  GRAMPO CA 7/8X128X335FIXOS E MÓVÉIS COM IBERO - CCBS2GAB110;4;CJ;4.876,00;23303;IBERO INDUSTRIA BRASILEIRA DE EQUIP. RODOV. S A;Atendido;13/11/2023;27/11/2023;109;Marcia - Compras;26;28/56;04/12/2023;1.20.04.01.01.00096
55374;28/02/2023;202624;Adesivo Para Lixeira 15x20cm - Organico;10;M;6,9;21593;ADAM DISTRIBUIDORA LTDA;Atendido;02/03/2023;02/03/2023;55;Gabriel André Bertram;6;28 DIAS;01/03/2023;3.49.01.01.01.00160
54789;23/01/2023;202626;Mono Cabo 50mm 5MT 36KD Evo R7-4 REF160.1310Binzel;3;PC;1.391,00;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;24/01/2023;24/01/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;26/01/2023;4.01.09.02.01.00049
55169;14/02/2023;202626;Mono Cabo 50mm 5MT 36KD Evo R7-4 REF160.1310Binzel;4;PC;1.349,00;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;22/02/2023;22/02/2023;55;Gabriel André Bertram;6;28 DIAS;16/02/2023 - 28/02/2023;4.01.09.02.01.00049
57146;05/07/2023;202626;Mono Cabo 50mm 5MT 36KD Evo R7-4 REF160.1310Binzel;3;PC;1.349,00;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;12/07/2023;12/07/2023;55;Gabriel André Bertram;26;28/56;13/07/2023;4.01.09.02.01.00049
58196;05/09/2023;202626;Mono Cabo 50mm 5MT 36KD Evo R7-4 REF160.1310Binzel;5;PC;1.437,00;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;15/09/2023;15/09/2023;55;Gabriel André Bertram;64;28/42/56/84 dias;25/09/2023;4.01.09.02.01.00049
