Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
57120;04/07/2023;4282;Escova Carvao 1607014117;4;JG;32;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.02.13.01.00011
57126;05/07/2023;4282;Escova Carvao 1607014117;1;JG;32;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.02.13.01.00011
57265;13/07/2023;4282;Escova Carvao 1607014117;4;JG;24,29;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;13/07/2023;13/07/2023;55;Gabriel André Bertram;6;28 DIAS;13/07/2023;4.01.02.13.01.00011
57814;15/08/2023;4282;Escova Carvao 1607014117;1;JG;19,8301;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.02.13.01.00011
58198;05/09/2023;4282;Escova Carvao 1607014117;1;JG;24,29;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.02.13.01.00011
58700;05/10/2023;4282;Escova Carvao 1607014117;2;JG;20;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;06/10/2023;06/10/2023;55;Gabriel André Bertram;6;28 DIAS;11/10/2023;4.01.02.13.01.00011
59369;15/11/2023;4282;Escova Carvao 1607014117;1;JG;19,78;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;15/11/2023;15/11/2023;55;Gabriel André Bertram;6;28 DIAS;16/11/2023;4.01.02.13.01.00011
55876;06/04/2023;4286;Bucha;1;PC;32,43;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;11/04/2023;11/04/2023;55;Gabriel André Bertram;6;28 DIAS;06/04/2023;4.01.02.13.02.00025
57101;04/07/2023;4286;Bucha;2;PC;21,75;21721;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;5;21 DIAS;03/07/2023;4.01.02.13.02.00025
59802;11/12/2023;4286;Bucha;19;PC;38,75;23740;USIMATEC USINAGENS E MANUTENCOES;Atendido;11/12/2023;11/12/2023;55;Gabriel André Bertram;6;28 DIAS;11/12/2023;4.01.02.13.02.00025
59802;11/12/2023;4286;Bucha;17;PC;32,8;23740;USIMATEC USINAGENS E MANUTENCOES;Atendido;11/12/2023;11/12/2023;55;Gabriel André Bertram;6;28 DIAS;11/12/2023;4.01.02.13.02.00025
59802;11/12/2023;4286;Bucha;61;PC;23,6;23740;USIMATEC USINAGENS E MANUTENCOES;Atendido;11/12/2023;11/12/2023;55;Gabriel André Bertram;6;28 DIAS;11/12/2023;4.01.02.13.02.00025
57814;15/08/2023;4297;Anel Borracha 1600502011;1;PC;1,22;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.02.13.01.00015
56112;25/04/2023;4300;MANDRIL  10M  3/8  24F 31BA  0-10mm;2;PC;40;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;26/04/2023;26/04/2023;55;Gabriel André Bertram;6;28 DIAS;26/04/2023;4.01.02.13.02.00034
56112;25/04/2023;4302;MANDRIL 13M 1/2x20F 1,0-13mm RP.LEV;1;PC;40;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;26/04/2023;26/04/2023;55;Gabriel André Bertram;6;28 DIAS;26/04/2023;4.01.02.13.02.00036
55874;06/04/2023;4306;MANDRIL 13S 1/2x20F 1,5-13mm /CHAVE;2;PC;40;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;11/04/2023;11/04/2023;55;Gabriel André Bertram;6;28 DIAS;06/04/2023;4.01.02.13.02.00043
57948;23/08/2023;4306;MANDRIL 13S 1/2x20F 1,5-13mm /CHAVE;2;PC;63,0705;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;24/08/2023;24/08/2023;55;Gabriel André Bertram;6;28 DIAS;25/08/2023;4.01.02.13.02.00043
54701;17/01/2023;4307;Mandril 136S 3/8x24F 1-13mm AR;10;PC;35;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;19/01/2023;4.01.02.13.02.00044
54701;17/01/2023;4313;Chave Mandril;10;PC;7;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;19/01/2023;4.01.02.13.02.00053
56112;25/04/2023;4313;Chave Mandril;2;PC;9,5;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;26/04/2023;26/04/2023;55;Gabriel André Bertram;6;28 DIAS;26/04/2023;4.01.02.13.02.00053
57119;04/07/2023;4313;Chave Mandril;3;PC;9,5;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.02.13.02.00053
57948;23/08/2023;4313;Chave Mandril;6;PC;6,593;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;24/08/2023;24/08/2023;55;Gabriel André Bertram;6;28 DIAS;25/08/2023;4.01.02.13.02.00053
59017;24/10/2023;4313;Chave Mandril;4;PC;9,5;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;6;28 DIAS;25/10/2023;4.01.02.13.02.00053
54708;17/01/2023;4316;Garra Negativa 500A;1;PC;129,18;21732;H SOLDAS MAQUINAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;19/01/2023;4.01.02.03.03.00001
55383;28/02/2023;4316;Garra Negativa 500A;10;PC;410;24638;49.364.654 SIMONE DE SOUZA;Atendido;10/03/2023;16/03/2023;55;Gabriel André Bertram;9;28/42 DIAS;16/03/2023;4.01.02.03.03.00001
57141;05/07/2023;4316;Garra Negativa 500A;2;PC;31;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;04/07/2023;4.01.02.03.03.00001
57142;05/07/2023;4316;Garra Negativa 500A;2;PC;31;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;04/07/2023;4.01.02.03.03.00001
57146;05/07/2023;4316;Garra Negativa 500A;5;PC;43,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;12/07/2023;12/07/2023;55;Gabriel André Bertram;26;28/56;13/07/2023;4.01.02.03.03.00001
57736;10/08/2023;4316;Garra Negativa 500A;4;PC;43,6;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;11/08/2023;11/08/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;17/08/2023;4.01.02.03.03.00001
58220;05/09/2023;4316;Garra Negativa 500A;6;PC;5;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.02.03.03.00001
55725;28/03/2023;4332;ESCOVA DE CARVAO 6431101-7;6;JG;32;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;28/03/2023;28/03/2023;55;Gabriel André Bertram;6;28 DIAS;29/03/2023;4.01.02.12.03.00001
58700;05/10/2023;4332;ESCOVA DE CARVAO 6431101-7;2;JG;28;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;06/10/2023;06/10/2023;55;Gabriel André Bertram;6;28 DIAS;11/10/2023;4.01.02.12.03.00001
58843;11/10/2023;4332;ESCOVA DE CARVAO 6431101-7;5;JG;32;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;11/10/2023;11/10/2023;55;Gabriel André Bertram;6;28 DIAS;13/10/2023;4.01.02.12.03.00001
57116;04/07/2023;4340;Carcaca Engren 1373.7/1773.7/1801.0;2;PC;69;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;05/07/2023;4.01.02.09.04.00007
58198;05/09/2023;4341;Defletor De Ar 1600502007;1;PC;6,92;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.02.10.01.00003
58775;09/10/2023;4352;Anel DP 65;1;PC;24,75;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;10/10/2023;10/10/2023;55;Gabriel André Bertram;6;28 DIAS;10/10/2023;4.02.03.01.01.00010
56799;14/06/2023;4364;Pino Trava 10007;1;PC;20;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;15/06/2023;4.02.03.01.01.00032
59018;24/10/2023;4364;Pino Trava 10007;1;PC;20;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;6;28 DIAS;25/10/2023;4.02.03.01.01.00032
59018;24/10/2023;4364;Pino Trava 10007;1;PC;1;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;6;28 DIAS;25/10/2023;4.02.03.01.01.00032
59642;30/11/2023;4364;Pino Trava 10007;1;PC;2,49;20278;REITZ INDUSTRIA MECANICA LTDA.;Atendido;30/11/2023;30/11/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;08/12/2023;4.02.03.01.01.00032
59370;15/11/2023;4375;Interruptor 2607200048;1;PC;160,34;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;15/11/2023;15/11/2023;55;Gabriel André Bertram;6;28 DIAS;16/11/2023;4.01.02.11.01.00002
55002;03/02/2023;4395;(1) Bocal Ceramica 3/8 Ref 6484603;10;PC;4,9;20821;BLU SOLDAS FERRAMENTAS  LTDA.;Atendido;03/02/2023;03/02/2023;55;Gabriel André Bertram;6;28 DIAS;06/02/2023;4.01.09.01.06.00003
56315;10/05/2023;4505;Paraf Sext Int Cab Cil NC 1/2x2;0,1;CT;311,2;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;29/05/2023;29/05/2023;55;Gabriel André Bertram;26;28/56;12/05/2023;1.04.01.07.16.00004
57208;07/07/2023;4505;Paraf Sext Int Cab Cil NC 1/2x2;1;CT;311,2;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;11/07/2023;11/07/2023;55;Gabriel André Bertram;6;28 DIAS;10/07/2023;1.04.01.07.16.00004
55635;20/03/2023;4547;Paraf Sext Int Cab Cil MA 08x30mm;5;CT;67,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;11/04/2023;11/04/2023;55;Gabriel André Bertram;6;28 DIAS;21/03/2023;1.99.04.01.01.00034
56803;14/06/2023;4547;Paraf Sext Int Cab Cil MA 08x30mm;6;CT;30,49;20201;METALURGICA FEY LTDA.;Atendido;26/06/2023;26/06/2023;55;Gabriel André Bertram;28;28/56/84 DIAS;19/06/2023;1.99.04.01.01.00034
56959;26/06/2023;4549;Paraf Sext Int Cab Cil MA 08x50mm;2;CT;88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;28/06/2023;29/06/2023;55;Gabriel André Bertram;26;28/56;30/06/2023;1.04.01.07.27.00005
57547;01/08/2023;4549;Paraf Sext Int Cab Cil MA 08x50mm;1;CT;88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/08/2023;02/08/2023;55;Gabriel André Bertram;6;28 DIAS;02/08/2023;1.04.01.07.27.00005
57603;03/08/2023;4549;Paraf Sext Int Cab Cil MA 08x50mm;2;CT;88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;11/08/2023;11/08/2023;55;Gabriel André Bertram;6;28 DIAS;04/08/2023;1.04.01.07.27.00005
58270;08/09/2023;4552;Paraf Sext Int Cab Cil MA 08x120mm;0,1;CT;336,5;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;11/09/2023;11/09/2023;55;Gabriel André Bertram;6;28 DIAS;12/09/2023;1.04.01.07.27.00009
55554;10/03/2023;4567;Paraf Sextavado 3/8x2.1/4 UNC-Zinc;0,2;CT;95,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/03/2023;15/03/2023;55;Gabriel André Bertram;6;28 DIAS;13/03/2023;1.04.01.04.04.00006
55344;24/02/2023;4568;Rolamento Radial Esferas 6000 zz;5;PC;17,914;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;24/02/2023;24/02/2023;55;Gabriel André Bertram;6;28 DIAS;24/02/2023;4.01.04.01.01.00007
55441;03/03/2023;4568;Rolamento Radial Esferas 6000 zz;1;PC;17,44;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;06/03/2023;06/03/2023;55;Gabriel André Bertram;6;28 DIAS;06/03/2023;4.01.04.01.01.00007
55631;17/03/2023;4568;Rolamento Radial Esferas 6000 zz;1;PC;19,54;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;20/03/2023;20/03/2023;55;Gabriel André Bertram;6;28 DIAS;17/03/2023;4.01.04.01.01.00007
57117;04/07/2023;4568;Rolamento Radial Esferas 6000 zz;1;PC;19,36;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.04.01.01.00007
57814;15/08/2023;4568;Rolamento Radial Esferas 6000 zz;1;PC;13,1598;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.04.01.01.00007
59750;07/12/2023;4569;Rolamento Radial Esferas 6001 zz;1;PC;18;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;07/12/2023;07/12/2023;55;Gabriel André Bertram;6;28 DIAS;12/12/2023;4.01.04.01.01.00008
56374;16/05/2023;4571;Rolamento Radial Esferas 6003 zz;8;PC;13,74;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;17/05/2023;17/05/2023;55;Gabriel André Bertram;6;28 DIAS;16/05/2023;4.01.04.01.01.00025
58214;05/09/2023;4573;Rolamento Radial Esferas 6005 zz;8;PC;18,98;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;12/09/2023;4.01.04.01.01.00027
58314;12/09/2023;4574;Rolamento Radial Esferas 6006 zz;4;PC;27,56;21720;ELETROTECNICA F.C.LTDA.;Atendido;13/09/2023;13/09/2023;55;Gabriel André Bertram;6;28 DIAS;15/09/2023;4.01.04.01.01.00028
58314;12/09/2023;4575;Rolamento Radial Esferas 6007 zz;2;PC;36,63;21720;ELETROTECNICA F.C.LTDA.;Atendido;13/09/2023;13/09/2023;55;Gabriel André Bertram;6;28 DIAS;15/09/2023;4.01.04.01.01.00010
59777;08/12/2023;4578;Rolamento Radial Esferas 6201 zz;2;PC;18,94;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;08/12/2023;08/12/2023;55;Gabriel André Bertram;6;28 DIAS;12/12/2023;4.01.04.01.01.00013
55143;13/02/2023;4580;Rolamento Radial Esferas 6203 2z;12;PC;13,25;20552;DIMAROL COM. E REPR. LTDA;Atendido;15/02/2023;15/02/2023;55;Gabriel André Bertram;6;28 DIAS;14/02/2023;1.12.08.01.01.00008
55785;31/03/2023;4580;Rolamento Radial Esferas 6203 2z;40;PC;12,22;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;04/04/2023;04/04/2023;55;Gabriel André Bertram;6;28 DIAS;03/04/2023;1.12.08.01.01.00008
56870;19/06/2023;4580;Rolamento Radial Esferas 6203 2z;50;PC;13,35;22994;SANTAROL ROLAMENTOS BLUMENAU LTDA;Atendido;20/06/2023;20/06/2023;55;Gabriel André Bertram;6;28 DIAS;20/06/2023;1.12.08.01.01.00008
58990;20/10/2023;4580;Rolamento Radial Esferas 6203 2z;20;PC;10,73;21200;FERRAMENTAS GERAIS COM. IMP. LTDA.;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;84;42 dias;14/11/2023;1.12.08.01.01.00008
59202;06/11/2023;4580;Rolamento Radial Esferas 6203 2z;8;PC;22,85;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;06/11/2023;06/11/2023;55;Gabriel André Bertram;6;28 DIAS;07/11/2023;1.12.08.01.01.00008
56496;24/05/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,3;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;26/05/2023;26/05/2023;55;Gabriel André Bertram;6;28 DIAS;24/05/2023;4.01.04.01.01.00001
57814;15/08/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,32;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.04.01.01.00001
57814;15/08/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,32;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.04.01.01.00001
57814;15/08/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,32;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;16/08/2023;16/08/2023;55;Gabriel André Bertram;6;28 DIAS;17/08/2023;4.01.04.01.01.00001
58198;05/09/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,48;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.04.01.01.00001
58198;05/09/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,48;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.04.01.01.00001
59370;15/11/2023;4587;Rolamento Radial Esferas 607 zz;1;PC;4,48;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;15/11/2023;15/11/2023;55;Gabriel André Bertram;6;28 DIAS;16/11/2023;4.01.04.01.01.00001
54842;26/01/2023;4588;Rolamento Radial Esferas 609 zz;2;PC;19,9;21720;ELETROTECNICA F.C.LTDA.;Atendido;26/01/2023;26/01/2023;55;Gabriel André Bertram;6;28 DIAS;27/01/2023;4.01.04.01.01.00003
59018;24/10/2023;4588;Rolamento Radial Esferas 609 zz;1;PC;24;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;6;28 DIAS;25/10/2023;4.01.04.01.01.00003
55441;03/03/2023;4592;Rolamento Radial Esferas 627 zz;1;PC;5,73;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;06/03/2023;06/03/2023;55;Gabriel André Bertram;6;28 DIAS;06/03/2023;4.01.04.01.01.00005
56792;14/06/2023;4592;Rolamento Radial Esferas 627 zz;1;PC;11,5603;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;15/06/2023;4.01.04.01.01.00005
59018;24/10/2023;4592;Rolamento Radial Esferas 627 zz;1;PC;11;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;24/10/2023;24/10/2023;55;Gabriel André Bertram;6;28 DIAS;25/10/2023;4.01.04.01.01.00005
56792;14/06/2023;4604;Rolamento Radial Esferas 6006 TB;1;PC;8,7798;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;15/06/2023;4.01.04.01.02.00007
59367;15/11/2023;4611;Rolamento Radial Esferas 608 TB;2;PC;22;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;15/11/2023;15/11/2023;55;Gabriel André Bertram;6;28 DIAS;16/11/2023;4.01.04.01.02.00018
56880;20/06/2023;4625;ROLAMENTO CONICO                E12;2;PC;85;22994;SANTAROL ROLAMENTOS BLUMENAU LTDA;Atendido;21/06/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.04.01.04.00001
56880;20/06/2023;4630;ROLAMENTO CONICO           30206 J2;1;PC;67;22994;SANTAROL ROLAMENTOS BLUMENAU LTDA;Atendido;21/06/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;07/07/2023;4.01.04.01.04.00006
57345;20/07/2023;4631;ROLAMENTO CONICO            30213 A;1;PC;205;24710;ROLAMENTOS SAO BENTO LTDA;Atendido;21/07/2023;31/07/2023;55;Gabriel André Bertram;6;28 DIAS;01/08/2023;4.01.04.01.04.00007
57264;13/07/2023;4632;ROLAMENTO CONICO            30207 A;1;PC;60,78;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;14/07/2023;14/07/2023;55;Gabriel André Bertram;6;28 DIAS;13/07/2023;4.01.04.01.04.00008
56800;14/06/2023;4633;Rolamento Radial Agulhas 0509 INA;1;PC;15;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;15/06/2023;4.01.04.01.05.00001
56800;14/06/2023;4634;Rolamento Radial Agulhas 50643 INA;2;PC;18;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;15/06/2023;4.01.04.01.05.00002
58324;13/09/2023;4635;Rolamento Radial Agulhas 51025 INA;1;PC;4,26;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;13/09/2023;13/09/2023;55;Gabriel André Bertram;6;28 DIAS;15/09/2023;4.01.04.01.05.00003
58324;13/09/2023;4644;ROLAMENTO RADIAL DE ESFERA  51202;1;PC;6,56;23699;HS AUTOMACAO INDUSTRIAL LTDA EPP;Atendido;13/09/2023;13/09/2023;55;Gabriel André Bertram;6;28 DIAS;15/09/2023;4.01.04.01.06.00007
57298;17/07/2023;4649;Bucha Fixacao S6;20;PC;1,211;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;18/07/2023;18/07/2023;55;Gabriel André Bertram;6;28 DIAS;13/07/2023;4.01.01.01.01.00002
56986;27/06/2023;4735;Barra Sextavada 1045 12,7mm Trefil;1;KG;390;20706;REFLO COM. DE  FERROS  LTDA.;Atendido;28/06/2023;04/07/2023;55;Gabriel André Bertram;6;28 DIAS;30/06/2023;4.02.01.02.01.00004
58332;13/09/2023;4944;Arame Aco 1,5mm;1;KG;13,52;20141;FERRAMENTAS GERAIS COMERCIO IMP DE FERRAM. E MAQUINAS LTDA;Atendido;19/09/2023;25/09/2023;55;Gabriel André Bertram;84;42 dias;25/09/2023;4.02.02.01.01.00007
58474;20/09/2023;4944;Arame Aco 1,5mm;1;KG;28;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;21/09/2023;21/09/2023;55;Gabriel André Bertram;6;28 DIAS;26/09/2023;4.02.02.01.01.00007
57834;16/08/2023;4974;(1) Oleo SAE 10;4;BD;671;20285;SCHRADER COMERCIO E REPRESENTACOES;Atendido;18/08/2023;18/08/2023;55;Gabriel André Bertram;10;30/60 DIAS;17/08/2023;4.01.03.01.01.00001
56653;02/06/2023;4987;Oleo 2 Tempos Diluicao 45:1;1;PC;35;20082;D. FERRARI & CIA. LTDA. (PETROBRAS);Atendido;06/06/2023;06/06/2023;55;Gabriel André Bertram;7;30 DIAS;02/06/2023;4.01.03.01.02.00005
55891;11/04/2023;4995;(1) Oleo MOBIL DELVAC MX 15W40;1;BD;534,6;20285;SCHRADER COMERCIO E REPRESENTACOES;Atendido;13/04/2023;13/04/2023;55;Gabriel André Bertram;6;28 DIAS;12/04/2023;4.01.03.01.02.00007
56405;17/05/2023;4995;(1) Oleo MOBIL DELVAC MX 15W40;11;BD;470;20285;SCHRADER COMERCIO E REPRESENTACOES;Atendido;22/05/2023;22/05/2023;55;Gabriel André Bertram;9;28/42 DIAS;19/05/2023;4.01.03.01.02.00007
58236;06/09/2023;4995;(1) Oleo MOBIL DELVAC MX 15W40;8;BD;439,99;20285;SCHRADER COMERCIO E REPRESENTACOES;Atendido;11/09/2023;13/09/2023;55;Gabriel André Bertram;6;28 DIAS;11/09/2023;4.01.03.01.02.00007
60016;20/12/2023;4995;(1) Oleo MOBIL DELVAC MX 15W40;2;BD;505;21721;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;20/12/2023;20/12/2023;55;Gabriel André Bertram;5;21 DIAS;20/12/2023;4.01.03.01.02.00007
54604;10/01/2023;5000;(1) Micro Oleo Anti-Corrosivo;30;PC;8,9;23894;L. F. SILVEIRA COMERCIO DE FERRAMENTAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;17/01/2023;4.01.03.01.01.00007
55359;28/02/2023;5000;(1) Micro Oleo Anti-Corrosivo;30;PC;12,2;20141;FERRAMENTAS GERAIS COMERCIO IMP DE FERRAM. E MAQUINAS LTDA;Atendido;02/03/2023;02/03/2023;55;Gabriel André Bertram;84;42 dias;07/03/2023;4.01.03.01.01.00007
55416;02/03/2023;5000;(1) Micro Oleo Anti-Corrosivo;2;PC;38,8;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;03/03/2023;03/03/2023;55;Gabriel André Bertram;6;28 DIAS;02/03/2023;4.01.03.01.01.00007
55905;12/04/2023;5000;(1) Micro Oleo Anti-Corrosivo;30;PC;10,9;23894;L. F. SILVEIRA COMERCIO DE FERRAMENTAS LTDA;Atendido;18/04/2023;18/04/2023;55;Gabriel André Bertram;6;28 DIAS;18/04/2023;4.01.03.01.01.00007
56429;18/05/2023;5000;(1) Micro Oleo Anti-Corrosivo;20;PC;12,825;23434;SMIERVEDA VEDACOES IND. LTDA;Atendido;19/05/2023;19/05/2023;55;Gabriel André Bertram;6;28 DIAS;22/05/2023;4.01.03.01.01.00007
56542;29/05/2023;5000;(1) Micro Oleo Anti-Corrosivo;30;PC;13,53;20141;FERRAMENTAS GERAIS COMERCIO IMP DE FERRAM. E MAQUINAS LTDA;Atendido;31/05/2023;31/05/2023;55;Gabriel André Bertram;84;42 dias;01/06/2023;4.01.03.01.01.00007
